Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
PropGeom,0.691730,0.691730,0.006569,0.001735
PropGeom,0.691730,0.691730,0.006569,0.001735
PropGeom,0.691730,0.691730,0.006569,0.001735
PropGeom,0.691730,0.691730,0.006569,0.001735
PropGeom,7.312641,7.045296,-13.386528,-13.386528
Totals,10.079559,9.812214,-13.360253,-12.870850

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
PropGeom_S_Surf0,0.691730,0.691730
PropGeom_S_Surf1,0.691730,0.691730
PropGeom_S_Surf2,0.691730,0.691730
PropGeom_S_Surf3,0.691730,0.691730
PropGeom_S_Surf4,7.312641,7.045296
